"Title","Date_received","Opinion","Number_of_Findings","Nature_of_Findings",
"4029 - Northwest New Mexico Regional Solid Waste Authority (2007)","2008-04-23","Unqualified","14","<p>PY-4 1)Cash receipts 2)Travel and perdiem violations 3)Segregation of duties 4)Pledging of collateral for Public Money&nbsp; CY-10 1)Internal controls over Sales, A/R and cash collections 2)Cash disbursements and procurement 3)PERA withholding and reporting 4)Accounts receivable 5)Capital Assets 6)Late Audit Report 7)Disaster Recovery plan 8)Preparation of financial statements 9)Bank reconciliations 10)Accounts receivable adjustments</p>",
"4029 - Northwest New Mexico Regional Solid Waste Authority (2008)","2010-11-03","Disclaimer","25","",
"4029 - Northwest New Mexico Regional Solid Waste Authority (2009)","2011-08-30","Disclaimer","20","",
"806 - Northwest NM Council of Governments (1999)","1999-01-01","Unqualified","7","(5)P/Y, (2)C/Y - Documentation for expenditures, approval of expenditures, allocation of expenditures, (2)Over budget, budget approval, credit cards ",
"806 - Northwest NM Council of Governments (2000)","2000-01-01","Unqualified","3","(1)Over expended budget (1)Unsecured investments (1)Pay rate authorization ",
"806 - Northwest NM Council of Governments (2001)","2001-11-13","Unqualified","5","(2)PY - Overspending of budget/Unsecured investments (1)Uncollateralized bank account (1)Loan Rec. monitoring system (1)Monthly accounting controls ",
"806 - Northwest NM Council of Governments (2002)","2003-01-21","Unqualified","2","CY - (1)Expenditure documentation inadequate or erroneous. (1)The audit report was late. ",
"806 - Northwest NM Council of Governments (2003)","2004-02-23","Unqualified","4","2 PY - (1)The audit report was late. (1)Revolving loan fund. - 2 CY - (1)Loan receivables allowance account. (1)Capital Outlay account. ",
"806 - Northwest NM Council of Governments (2004)","2004-12-15","Unqualified","3","2 PY - (1)Revolving loan fund. (1)Loan receivables. - 1 CY - (1)Bank reconciliations. ",
"806 - Northwest NM Council of Governments (2005)","2005-12-15","Unqualified","3","1 PY: Unreconciled loan receivables. 2 CY: 1) Budget expenditures authority was exceeded; 2) The accounting records were inadequate/out of balance - loan receivables.",
"806 - Northwest NM Council of Governments (2006)","2006-01-10","Unqualified","8","3 PY: 1) Loan receivables - subsidiary ledgers do not match the general ledger; 2) Fund accounting - general fund and special revenue fund do not self balance; 3) Actual expenditures exceed budget expenditures. 5 CY: 1) Late payroll reports and deposits; 2) Bank reconciliation - reconciled bank balance did not agree with the book balance; 3) Late audit report; 4) Late federal grant reports; 5) Cash control - bank statements and bank statements are not being reviewed by a responsible person and the person who reconciles the bank is the first person who opens up the bank statement.",
"806 - Northwest NM Council of Governments (2007)","2007-12-17","Unqualified","4","PY&amp;CY-4 1)The Northwest NMCOG subsidiary blances maintained on the Down Home loan software didn&#039;t reconcile to the GL balance by $1,757 2)The individual general &amp; special revenue funds weren&#039;t in balance 3)Actual expenditures exceeded budget in the special revenue fund-ELF by $178,107 due to bad debt write-offs 4)The Northwest NMCOG hadn&#039;t paid: Federal payroll taxes for quarter ending 6-30-07, State payroll &amp; unemployment taxes for December 2006, &amp; PERA deposits for 10-1-2006 through 6-30-07",
"806 - Northwest NM Council of Governments (2008)","2009-02-01","Unqualified","5","<p>PY-2 1)Fund accounting-controls over maintaining the general ledger 2)Actual expenditures exceeded budgetary expenditures CY-3 1)Late audit report 2)Establish policies related to loan funds 3)Bank deposits exposed to custodial risk</p>",
"806 - Northwest NM Council of Governments (2009)","2009-11-25","Unqualified","1","",
"806 - Northwest NM Council of Governments (2010)","2010-12-15","Unqualified","0","",
"806 - Northwest NM Council of Governments (2011)","2011-12-15","Unqualified","0","",
"7099 - Northwest Regional Center Cooperative (REC #2) (1998)","1998-01-01","Qualified","19","F/S Data (2), Bank Rec(2), Post Err (4), F/A (2), Pled Col (2), Cash Bal (2), P/R(2), Ck Error ",
"7099 - Northwest Regional Center Cooperative (REC #2) (1999)","1999-01-01","Qualified","2","2 PY repeated; Lack of Financial Data, No Detailed General Fixed Asset Listing ",
"7099 - Northwest Regional Center Cooperative (REC #2) (2000)","2000-01-01","Qualified","6","(1)Financial data not prepared (1)Bank reconciliation (1)Incomplete accounting records (1)No detailed FA listing (1)Late audit report (1)Budget Overexpenditure ",
"7099 - Northwest Regional Center Cooperative (REC #2) (2001)","2002-02-19","Unqualified","1","(1)Audit not on time ",
"7099 - Northwest Regional Center Cooperative (REC #2) (2003)","2008-08-11","Unqualified","4","<p>PY-3 1)Capital assets subsidiary records 2)Late Audit Report 3)Late submission of data collection form and reporting package to the federal clearing house CY-1 1)Overpsending of budget amounts</p>",
"7099 - Northwest Regional Center Cooperative (REC #2) (2004)","2008-11-10","Unqualified","5","",
"7099 - Northwest Regional Center Cooperative (REC #2) (2005)","2009-02-03","Unqualified","5","",
"7099 - Northwest Regional Center Cooperative (REC #2) (2006)","2011-02-28","Disclaimer","6","",
"7099 - Northwest Regional Center Cooperative (REC #2) (2007)","2011-02-28","Disclaimer","6","",
"7099 - Northwest Regional Center Cooperative (REC #2) (2008)","2011-02-28","Disclaimer","6","",
"7099 - Northwest Regional Center Cooperative (REC #2) (2009)","2012-01-26","Disclaimer","15","",
"7099 - Northwest Regional Center Cooperative (REC #2) (2010)","2012-04-02","Qualified","14","",
"491 - Office for Military Base Planning (2007)","2009-06-16","Unqualified","3","",
"491 - Office for Military Base Planning (2008)","2009-06-16","Unqualified","3","",
"491 - Office for Military Base Planning (2009)","2009-12-14","Unqualified","1","",
"491 - Office for Military Base Planning (2010)","2010-12-15","Unqualified","0","",
"491 - Office for Military Base Planning (2011)","2012-01-10","Unqualified","5","",
"705 - Office of Military Affairs (1999)","1999-01-01","Qualified","9","Accounting records(CPF), (2)F/A, (2)Encumbrances, P/R, procurement code, documentation, budget. ",
"705 - Office of Military Affairs (2000)","2000-01-01","Qualified","12","(8)Prior Year (1)Comp Absences (1)Payroll Documentation (1)Disbursements (1)Fixed Assets ",
"705 - Office of Military Affairs (2001)","2001-12-15","Qualified","7","(5)PY - FA listing/(2)Capital Projects-Multi-year budgets &amp; accounting records/Tagging of FA/Over expenditure in appropriation units - CY - (1)I-9 forms (1)Local Armory compliance with SOP ",
"705 - Office of Military Affairs (2002)","2002-12-26","Unqualified","2","PY (1) fixed capital asset records are inadequate, CY (1) audit report was submitted late ",
"705 - Office of Military Affairs (2003)","2003-12-15","Unqualified","2","1 PY - (1) Capital assets and depreciation-failure to reconcile capital outlay expenditures and failure to tag each asset. - 1 CY - (1)State general fund reversions-the department did not follow the correct procedures to revert the proper amount due. ",
"705 - Office of Military Affairs (2004)","2004-12-15","Unqualified","1","CY - (1)State General fund reversions. ",
"705 - Office of Military Affairs (2005)","2005-12-09","Unqualified","0","None",
"705 - Office of Military Affairs (2006)","2006-12-15","Unqualified","0","None",
"705 - Office of Military Affairs (2007)","2008-01-03","Unqualified","3","CY-3 1)The Department &amp; State Armory Board had weaknesses in internal controls over financial stmts caused by the implementation of SHARE 2)The Department didn&#039;t revert $294,725 that was due to the State General Fund for FY06 3)Late Audit Report",
"705 - Office of Military Affairs (2008)","2008-12-15","Unqualified","4","<p>PY-1 1)Reversions not made timely to State General Fund&nbsp; CY-3 1)Proper maintenance of capital asset listings 2)Oversight of Local Armory Board Activities and Funds-activity reporting 3)SAS 112-material adjustments by auditor for accounts receivables and capital assets</p>",
"705 - Office of Military Affairs (2009)","2009-12-15","Unqualified","3","",
"705 - Office of Military Affairs (2010)","2010-12-15","Unqualified","2","",
"705 - Office of Military Affairs (2011)","2011-12-13","Unqualified","4","",
"668 - Office of Natural Resources Trustee (1999)","1999-01-01","Unqualified","4","Personnel, F/A, Petty cash, cash reversions. ",
"668 - Office of Natural Resources Trustee (2000)","2000-01-01","Unqualified","7"," ",
"668 - Office of Natural Resources Trustee (2001)","2001-12-11","Unqualified","5","(3)PY - Fixed assets/Reversions/Encumbrances (1)Supporting documentation for expenditures (1)Untimely payments ",
"668 - Office of Natural Resources Trustee (2002)","2003-04-29","Unqualified","4","2 - PY - (1)Untimely payments for goods and services. (1)No reversion was made to State General Fund. - 2 CY - (1)The audit report was late. (1)The leave records were inadequate. ",
"668 - Office of Natural Resources Trustee (2003)","2003-12-15","Unqualified","3","2 PY - (1)Untimely payments for goods and services. (1)Leave records. - 1 CY - (1)Budget over-expenditure. ",
"668 - Office of Natural Resources Trustee (2004)","2004-12-15","Unqualified","2","2 PY - (1)Untimely payments for goods and services. (1)Leave tracking records. ",
"668 - Office of Natural Resources Trustee (2005)","2005-12-15","Unqualified","2","1 PY: 1) Leave records (revised and repeated). 1 CY: 1) Reversions.",
"668 - Office of Natural Resources Trustee (2006)","2006-12-15","Unqualified","1","1 CY: Budget over-expenditure.",
"668 - Office of Natural Resources Trustee (2007)","2008-07-02","Unqualified","3","<p>CY-3 1)Auditor prepared the Financial Statements 2)Late Audit Report 3)Funds not transfered</p>",
"668 - Office of Natural Resources Trustee (2008)","2008-12-15","Unqualified","3","<p>CY-3 1)Auditor prepared financial statements 2)Lack of documentation in personnel files 3)Reversion to the State General fund</p>",
"668 - Office of Natural Resources Trustee (2009)","2009-12-15","Unqualified","0","",
"668 - Office of Natural Resources Trustee (2010)","2010-12-15","Unqualified","0","",
"668 - Office of Natural Resources Trustee (2011)","2011-12-13","Unqualified","0","",
"305 - Office of the Attorney General (1999)","1999-01-01","Unqualified","5","Cash balances exceeded, Cash Reversions, Leave request authorizations, Federal Financial Reports, Federal Drawdowns/Expenditures ",
"305 - Office of the Attorney General (2000)","2000-01-01","Unqualified","0"," ",
"305 - Office of the Attorney General (2001)","2001-12-20","Unqualified","1","Late audit report ",
"305 - Office of the Attorney General (2002)","2002-12-18","Unqualified","1","CY (1) audit report was late ",
"305 - Office of the Attorney General (2003)","2003-12-15","Unqualified","0"," ",
"305 - Office of the Attorney General (2004)","2004-12-15","Unqualified","0","None",
"305 - Office of the Attorney General (2005)","2005-12-09","Unqualified","0","None",
"305 - Office of the Attorney General (2006)","2006-12-15","Unqualified","0","None",
"305 - Office of the Attorney General (2007)","2008-04-18","Unqualified","8","",
"305 - Office of the Attorney General (2008)","2008-12-15","Unqualified","5","<p>PY-3 1)Depreciation for capital assets not reconciled 2)Deficit cash balance-madicaid fraud fund 3)Federal agencies not reconciled CY-2 1)Deficit fund balance-Medicaid fraud fund 2)Reversions not submitted timely</p>",
"305 - Office of the Attorney General (2009)","2009-12-10","Unqualified","2","",
"305 - Office of the Attorney General (2010)","2010-11-12","Unqualified","0","",
"305 - Office of the Attorney General (2011)","2011-11-22","Unqualified","0","",
"356 - Office of the Governor (1999)","1999-01-01","Unqualified","0"," ",
"356 - Office of the Governor (2000)","2000-01-01","Unqualified","0"," ",
"356 - Office of the Governor (2001)","2001-12-15","Unqualified","2","(1)Compensated absences (1)Tagging of FA ",
"356 - Office of the Governor (2002)","2002-12-16","Unqualified","1","PY (1) fixed capital asset records are inadequate ",
"356 - Office of the Governor (2003)","2003-12-15","Unqualified","2","1 PY - (1)Fixed (capital) asset records are inadequate. - 1 CY - (1)Payroll ",
"356 - Office of the Governor (2004)","2004-12-15","Unqualified","5","5 CY - (1)There were travel/per diem act violations. (1)Prior year reversions not made. (1)Federal grant expenditure procedures are lax. (1)269 financial reports do not agree to records. (1)Equipment pass-through activity not reconciling to activity in g/l. ",
